arm,rho,seed,shift,abs_ce_bias_bits_disclosed,measurement,value_bits,quantity,distribution,fit_distribution,not_an_entropy,licensed,license_ref,definition,n_fit,n_eval,k_folds,se_bits,n_unseen_labels
naive,0.99,1,decorrelate,0.3707726255084636,CEhat_Q_refit,1.1828483617673062,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.01006397108273661,
naive,0.99,1,decorrelate,,delta_info,1.057629620831254,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,1,decorrelate,,delta_transfer,3.8274406980021065,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,1,anticorrelate,0.3707726255084636,CEhat_ID,0.12521874093605226,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,1,anticorrelate,,CE_Q_frozen,5.543452884262665,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,1,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.2009337789868173,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.028776371757118883,
naive,0.99,1,anticorrelate,,delta_info,1.075715038050765,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,1,anticorrelate,,delta_transfer,4.342519105275848,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,2,decorrelate,0.3707726255084636,CEhat_ID,0.13002138689944154,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,2,decorrelate,,CE_Q_frozen,4.457779835505563,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,2,decorrelate,0.3707726255084636,CEhat_Q_refit,1.2312278688104772,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.011078588472504468,
naive,0.99,2,decorrelate,,delta_info,1.1012064819110357,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,2,decorrelate,,delta_transfer,3.2265519666950855,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,2,anticorrelate,0.3707726255084636,CEhat_ID,0.13002138689944154,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,2,anticorrelate,,CE_Q_frozen,5.048190211808377,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,2,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.2167441192022566,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018550997376709143,
naive,0.99,2,anticorrelate,,delta_info,1.086722732302815,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,2,anticorrelate,,delta_transfer,3.8314460926061207,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,3,decorrelate,0.3707726255084636,CEhat_ID,0.11732244553824157,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,3,decorrelate,,CE_Q_frozen,4.8185584888681445,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,3,decorrelate,0.3707726255084636,CEhat_Q_refit,1.236228774606879,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.017122780692200006,
naive,0.99,3,decorrelate,,delta_info,1.1189063290686374,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,3,decorrelate,,delta_transfer,3.582329714261266,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,3,anticorrelate,0.3707726255084636,CEhat_ID,0.11732244553824157,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,3,anticorrelate,,CE_Q_frozen,5.371075985704553,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,3,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.217147509356876,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.016835194766686882,
naive,0.99,3,anticorrelate,,delta_info,1.0998250638186344,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,3,anticorrelate,,delta_transfer,4.1539284763476765,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,4,decorrelate,0.3707726255084636,CEhat_ID,0.106331353393379,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,4,decorrelate,,CE_Q_frozen,5.01578825519382,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,4,decorrelate,0.3707726255084636,CEhat_Q_refit,1.2102769165549605,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.018087072723201782,
naive,0.99,4,decorrelate,,delta_info,1.1039455631615815,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,4,decorrelate,,delta_transfer,3.80551133863886,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,4,anticorrelate,0.3707726255084636,CEhat_ID,0.106331353393379,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,4,anticorrelate,,CE_Q_frozen,5.462905763138449,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,4,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.2129225163319661,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.014434219463543969,
naive,0.99,4,anticorrelate,,delta_info,1.1065911629385872,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,4,anticorrelate,,delta_transfer,4.249983246806482,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,5,decorrelate,0.3707726255084636,CEhat_ID,0.11917551287337018,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,5,decorrelate,,CE_Q_frozen,4.585217476931412,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,5,decorrelate,0.3707726255084636,CEhat_Q_refit,1.2209195226102771,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.011216628911432066,
naive,0.99,5,decorrelate,,delta_info,1.101744009736907,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,5,decorrelate,,delta_transfer,3.3642979543211347,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,5,anticorrelate,0.3707726255084636,CEhat_ID,0.11917551287337018,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,5,anticorrelate,,CE_Q_frozen,5.0330881565651495,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,5,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.2048377920813333,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.02122341074712499,
naive,0.99,5,anticorrelate,,delta_info,1.085662279207963,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,5,anticorrelate,,delta_transfer,3.828250364483816,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,6,decorrelate,0.3707726255084636,CEhat_ID,0.12036182658770196,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,6,decorrelate,,CE_Q_frozen,4.802544703455107,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,6,decorrelate,0.3707726255084636,CEhat_Q_refit,1.2640405528664869,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.015463098838888184,
naive,0.99,6,decorrelate,,delta_info,1.1436787262787849,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,6,decorrelate,,delta_transfer,3.53850415058862,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,6,anticorrelate,0.3707726255084636,CEhat_ID,0.12036182658770196,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,6,anticorrelate,,CE_Q_frozen,5.3556779943861725,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,6,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.2354897725776948,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.0093540177819993,
naive,0.99,6,anticorrelate,,delta_info,1.1151279459899928,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,6,anticorrelate,,delta_transfer,4.120188221808478,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,7,decorrelate,0.3707726255084636,CEhat_ID,0.09151546652800413,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,7,decorrelate,,CE_Q_frozen,4.883583877228501,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,7,decorrelate,0.3707726255084636,CEhat_Q_refit,1.1939818488245089,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.004827535118082125,
naive,0.99,7,decorrelate,,delta_info,1.1024663822965048,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,7,decorrelate,,delta_transfer,3.6896020284039923,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,7,anticorrelate,0.3707726255084636,CEhat_ID,0.09151546652800413,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
naive,0.99,7,anticorrelate,,CE_Q_frozen,5.368563427749886,CE_Q(r_P),Q,P,True,True,definitional: the empirical CE of the frozen P-fit readout under Q estimates quantity (4) directly (sampling error only),,5000,5000,,,0
naive,0.99,7,anticorrelate,0.3707726255084636,CEhat_Q_refit,1.1959129870360268,raw_heldout_CE,Q,Q,True,False,,,,5000,5,0.009880956979848816,
naive,0.99,7,anticorrelate,,delta_info,1.1043975205080225,delta_info,Q-vs-P,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)",CEhat_Q_refit - CEhat_ID; estimates CE*_A(Q) - CE*_A(P) (information-accessibility change under shift). Licensed as a CE* DIFFERENCE by the §5.9 amended selftest; the absolute operands are raw_heldout_CE (common-mode bias≈0.371 bits cancels).,,,,,
naive,0.99,7,anticorrelate,,delta_transfer,4.172650440713859,delta_transfer,Q,,True,True,"expB-masking-real-v1 §5.1 planted-posterior PASS (CE*-DIFFERENCE recovery; absolutes are raw_heldout_CE, bias≈0.371 bits disclosed)","CE_Q_frozen - CEhat_Q_refit; transfer risk of the frozen P-fit interface (deployment property; never an entropy, never 'information loss')",,,,,
naive,0.99,8,decorrelate,0.3707726255084636,CEhat_ID,0.11722528216924316,raw_heldout_CE,P,P,True,False,,,5000,5000,,,
